2,330,0.226892803,0.265290046,121.1542007,3163.239472,26.10920178,69.71736145,99.084964,400.225776,0
4,380,0.240855437,0.286233997,137.6401109,5402.17118,39.2485239,88.75844574,105.198568,493.7018135,0
6,389.8729777,0.150098316,0.097738438,118.6258143,2475.557078,20.86862032,49.75714874,107.6861642,429.3857879,0
8,275.6773934,0.15393804,0.187797428,91.52789334,1756.234837,19.187974,39.30518341,82.65868215,331.5883017,0
10,423,0.21956242,0.261799388,172.371241,6108.106297,35.43576214,79.05635071,153.1729029,558.2745153,0
12,500,0.227241869,0.050963614,219.2955023,9819.449614,44.77725039,76.86849976,207.2666404,602.5278406,0
14,366.9423791,0.280125345,0.252025544,172.7455537,7064.815909,40.89723733,75.60432434,155.3222849,471.5881954,0
16,390,0.358316095,0.203854457,245.6861031,10055.83687,40.929612,70.32478333,236.4901697,477.54836,0
20,294.4748456,0.206646983,0.46774824,194.8710353,5541.256126,28.43550411,36.76579666,191.8048905,445.5132994,0
22,211,0.053930674,0.09424778,30.75344346,151.9845776,4.942034467,14.26837444,27.24312366,217.130704,1
26,243.2939757,0.03996804,0.067020643,68.54477772,383.928453,5.601133534,9.991348267,67.81665572,263.6407613,1
28,250,0.068067841,-0.015358897,57.17243116,652.9013494,11.41986332,17.77698135,55.79126957,278.3086152,1
30,355,0.064053584,0.084473936,89.55846345,1033.854245,11.54390334,27.56266212,86.57656109,372.0399566,1
32,341.6200131,0.091978852,0.07400196,85.04302856,1370.838068,16.11934677,29.02896881,79.93519681,385.1334598,1
36,144,0.120602251,0.046076692,19.64766952,70.42623881,3.584457624,18.13101387,7.569493117,160.3737703,1
38,195,0.139102741,0.20525072,37.46219562,328.3840516,8.765744937,35.0238266,13.29465026,232.5876277,2
44,252,0.106116019,0.031415927,38.54420953,493.7904229,12.81101439,25.54114532,28.86703966,280.6582994,2
46,121,0.174183859,0.090757121,24.43718041,144.4665132,5.911750488,22.02108002,10.59470821,141.7661849,2
48,370.3957247,0.104719755,0,115.9232531,1308.12043,11.28436612,31.3670311,112.7151016,365.9776513,2
52,274.9933959,0.147131256,0.137531945,66.45794304,1217.415651,18.3185876,40.84967804,52.42100773,327.5586387,2
54,327,0.141022604,0.084473936,76.21286813,1664.674076,21.84242789,43.22169113,62.77170286,379.2618386,2
56,223,0.12409291,0.079587014,33.09633498,197.0125405,5.952699616,30.45487404,12.95638966,252.4833478,3
58,303,0.063355452,0.039793507,22.5678927,102.500309,4.541864424,21.83084106,5.720500629,321.6468374,3
60,197,0.132645023,0.07400196,33.46065297,409.6471413,12.24265234,26.99280739,19.77381319,231.7837876,3
62,216.4132573,0.117809725,0.068416907,53.59960002,280.4454865,5.232230956,22.79053497,48.51297401,215.3729201,3
66,502,0.065275314,0.027925268,53.23943299,834.2727305,15.67020315,33.33114243,41.51472224,544.0394145,3
70,103,0.15812683,0.291819051,23.75481134,78.25847372,3.294426236,22.32360268,8.120826029,124.978561,3
72,1385.664721,0.092327917,0.089360858,202.4800437,8785.028733,43.38713372,143.0921936,143.25778,1524.609204,4
74,649.3693973,0.107512282,0.018849556,207.1116914,3344.432678,16.14796661,50.54747009,200.8487145,623.9088141,4
76,770,0.04162833,0.00243455,175.0196843,346.0913115,1.97744221,25.22233009,173.1927366,654.7984188,4
80,1496.736054,0.10384709,0.082379541,640.2759504,11071.9978,17.29254049,108.2869186,631.0524821,1178.274278,4
86,1800,0.034208453,0.042586034,301.0603509,4406.154331,14.63545206,67.62532806,293.3669201,1742.375702,5
88,1666.148786,0.012391838,0.058451474,72.93105029,1402.231665,19.22681299,51.85476685,58.59576295,1746.577504,5
90,1949.118155,0.051798311,0.016500689,170.3314949,3212.077055,18.85779877,101.4558487,136.8193286,1941.367383,5
94,1900,0.054454273,0.113795467,272.6180289,7481.59347,27.44350218,138.3592682,234.8984958,1924.517895,5
98,2800,0.083077672,0.184306769,583.2592575,31388.65288,53.81595316,298.5829773,501.0384944,2896.582483,5
100,2400,0.08412487,0.220609617,596.0419555,37939.25557,63.65198829,261.348175,535.6894086,2447.772353,5
104,1600,0.071907565,-0.066322512,436.943603,12655.34213,28.96333084,103.7327042,432.1297489,1475.371534,5
106,2600,0.069987703,0.048869219,745.4743692,39845.7737,53.45022625,154.1226044,729.368395,2545.419744,5
